task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
66	c5/12e158	2821490	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (KB1)	CACHED	0	2023-10-09 21:03:20.024	7.2s	6s	138.4%	24 MB	220.9 MB	1.1 GB	3.1 MB
65	91/f3c18f	2816957	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (KA1)	CACHED	0	2023-10-09 21:02:39.239	3.9s	3s	125.1%	21.9 MB	220.9 MB	373.7 MB	2.7 MB
84	f2/4f1241	2828923	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (KA2)	CACHED	0	2023-10-09 21:04:41.149	1.7s	0ms	100.0%	20.9 MB	27.1 MB	3.5 MB	912.1 KB
78	f2/93ffd9	2829017	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (KA2)	CACHED	0	2023-10-09 21:04:41.164	6.2s	4s	119.2%	9.8 MB	220.9 MB	546.5 MB	5.4 KB
85	f8/2d4272	2829062	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (NA2)	CACHED	0	2023-10-09 21:04:41.170	2.8s	0ms	80.4%	23.4 MB	29.3 MB	3.4 MB	908.9 KB
87	5e/721733	2829165	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (KB1)	CACHED	0	2023-10-09 21:04:41.184	3.8s	0ms	84.7%	3.1 MB	5.4 MB	3.7 MB	915.2 KB
89	e6/b0971a	2829082	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (KA1)	CACHED	0	2023-10-09 21:04:41.173	2.8s	0ms	87.3%	22.9 MB	28.7 MB	3.3 MB	904.6 KB
82	17/5a4bd3	2828941	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (NA1)	CACHED	0	2023-10-09 21:04:41.154	1.9s	0ms	108.3%	23.1 MB	29.1 MB	4 MB	932.8 KB
91	0a/bf13ec	2828952	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (KA1)	CACHED	0	2023-10-09 21:04:41.156	5.1s	3s	125.2%	9.8 MB	220.9 MB	373.7 MB	5.4 KB
73	05/72d28a	2829035	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (KB2)	CACHED	0	2023-10-09 21:04:41.167	9.2s	7s	112.9%	9.8 MB	220.9 MB	849.3 MB	5.4 KB
81	18/9e8346	2829336	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (NA2)	CACHED	0	2023-10-09 21:04:41.208	13.7s	10s	118.7%	9.7 MB	220.9 MB	1.2 GB	5.4 KB
76	51/5d123f	2829202	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (NB1)	CACHED	0	2023-10-09 21:04:41.187	10.4s	8s	111.7%	9.7 MB	220.9 MB	868.8 MB	5.4 KB
69	82/5bbd31	2829131	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (NB2)	CACHED	0	2023-10-09 21:04:41.179	12.7s	9s	116.1%	9.7 MB	220.9 MB	1.1 GB	5.4 KB
70	1e/33b78a	2829227	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (NB2)	CACHED	0	2023-10-09 21:04:41.190	3.8s	0ms	80.4%	3.1 MB	5.4 MB	4.1 MB	935.9 KB
75	1d/849412	2829316	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (NA1)	CACHED	0	2023-10-09 21:04:41.204	11.6s	8s	117.1%	9.8 MB	220.9 MB	947.5 MB	5.4 KB
90	21/cc8f10	2829100	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (KB1)	CACHED	0	2023-10-09 21:04:41.175	11.4s	9s	112.9%	9.8 MB	220.9 MB	1.1 GB	5.4 KB
83	ca/5812c8	2829258	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (NB1)	CACHED	0	2023-10-09 21:04:41.195	5.1s	0ms	84.0%	25.3 MB	31 MB	3.9 MB	929.1 KB
72	d5/144644	2832885	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (KB2)	CACHED	0	2023-10-09 21:04:43.962	2.7s	1s	85.7%	3 MB	5.4 MB	3.8 MB	917.5 KB
79	24/16b8e6	2828929	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (KA2)	CACHED	0	2023-10-09 21:04:41.151	14.1s	12s	133.0%	11.3 MB	225.4 MB	546.5 MB	115.9 KB
71	78/06d1a3	2828979	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (KB2)	CACHED	0	2023-10-09 21:04:41.160	19.9s	18s	135.8%	11.1 MB	225.4 MB	849.3 MB	116.3 KB
77	ed/b46048	2829290	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (NB1)	CACHED	0	2023-10-09 21:04:41.200	21.5s	18s	136.8%	11.3 MB	225.5 MB	868.8 MB	117.1 KB
86	a4/c40ac5	2831145	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (KB1)	CACHED	0	2023-10-09 21:04:42.902	23.7s	21s	140.0%	11.2 MB	225.4 MB	1.1 GB	117.8 KB
74	cd/1fa4b7	2832880	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (NA1)	CACHED	0	2023-10-09 21:04:43.957	20.9s	19s	140.3%	11.2 MB	225.5 MB	947.5 MB	117.1 KB
88	a4/2cf891	2831316	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (KA1)	CACHED	0	2023-10-09 21:04:43.075	11.7s	9s	130.6%	11.2 MB	225.5 MB	373.7 MB	113.3 KB
80	5c/5b81ee	2828999	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (NA2)	CACHED	0	2023-10-09 21:04:41.162	27.6s	26s	140.6%	11.1 MB	225.4 MB	1.2 GB	126.2 KB
68	c0/5c8b37	2829368	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (NB2)	CACHED	0	2023-10-09 21:04:41.212	27s	22s	141.2%	11.2 MB	225.4 MB	1.1 GB	118.3 KB
59	f7/bb5b55	3584974	NFCORE_METATDENOVO:METATDENOVO:PROKKA_SUBSETS:PROKKA (megahit_assembly.contigs.1)	COMPLETED	0	2023-10-10 09:12:58.698	2m 26s	2m 25s	1077.3%	2.2 GB	5 GB	221.9 GB	372.3 MB
